date,SO2_OesteAvdaArgentina,SO2_EsteAvdaCastilla,NO2_OesteAvdaArgentina,NO_EsteAvdaCastilla,NO2_OesteAvdaArgentina,NO2_EsteAvdaCastilla,CO_OesteAvdaArgentina,CO_EsteAvdaCastilla,PM10_OesteAvdaArgentina,PM10_EsteAvdaCastilla,O3_OesteAvdaArgentina,O3_EsteAvdaCastilla,SO2_GijonGlobal,NO_GijonGlobal,NO2_GijonGlobal,CO_GijonGlobal,PM10_GijonGlobal,O3_GijonGlobal
2020-11-17,18.0,8.0,47.0,107.0,47.0,42.0,1.55,0.38,135.0,113.0,39.0,36.0,18.0,189.0,66.0,1.55,135.0,43.0
2022-09-19,5.0,3.0,35.0,26.0,35.0,36.0,1.2,0.72,80.0,33.0,97.0,86.0,6.0,46.0,36.0,1.2,80.0,97.0
2020-07-11,3.0,2.0,9.0,6.0,9.0,3.0,0.53,0.2,32.0,32.0,83.0,91.0,3.0,6.0,9.0,0.53,35.0,111.0
2021-04-18,18.0,3.0,48.0,8.0,48.0,27.0,0.59,0.29,122.0,37.0,82.0,104.0,18.0,28.0,48.0,0.59,122.0,106.0
2021-05-21,7.0,4.0,34.0,6.0,34.0,38.0,0.47,0.45,62.0,52.0,66.0,75.0,11.0,18.0,51.0,0.96,194.0,77.0
2019-03-30,11.0,4.0,48.0,10.0,48.0,51.0,1.21,0.81,113.0,70.0,91.0,85.66666666666667,16.0,27.0,77.0,1.21,113.0,110.0
2023-03-16,20.0,18.0,54.0,73.0,54.0,48.0,1.15,1.09,171.0,76.0,84.0,70.0,20.0,158.0,55.0,1.61,171.0,84.0
2020-02-07,26.0,7.0,72.0,139.0,72.0,50.0,4.79,0.74,79.0,79.0,48.0,72.0,26.0,139.0,78.0,4.79,100.0,75.0
2019-03-16,17.0,9.0,32.0,22.0,32.0,33.0,2.44,0.69,52.0,55.0,75.0,82.0,49.0,35.0,54.0,2.44,67.0,95.0
2019-05-24,8.0,5.0,42.0,30.0,42.0,50.0,0.6,0.74,27.0,30.0,65.0,70.0,21.0,30.0,50.0,0.75,30.0,84.0
2023-06-21,7.0,5.0,21.0,40.0,21.0,23.0,0.44,0.49,48.0,20.0,67.0,69.0,7.0,40.0,23.0,0.6,48.0,69.0
2020-11-13,13.0,4.0,47.0,76.0,47.0,46.0,8.88,1.12,154.0,90.0,41.0,50.0,13.0,101.0,74.0,8.88,154.0,55.0
2021-05-28,3.0,4.0,23.0,12.0,23.0,23.0,0.37,0.36,52.0,33.0,65.0,75.0,4.0,15.0,38.0,1.02,52.0,75.0
2021-05-04,12.0,4.0,50.0,25.0,50.0,43.0,1.66,0.34,72.0,46.0,70.0,89.0,22.0,26.0,50.0,1.66,72.0,89.0
2020-02-20,38.0,6.0,49.0,101.0,49.0,36.0,2.28,0.73,68.0,166.0,57.0,71.0,38.0,101.0,66.0,2.28,166.0,87.0
2023-10-24,9.0,4.0,53.0,19.0,53.0,42.0,1.39,0.17,42.0,35.0,53.0,60.0,9.0,140.0,66.0,1.39,72.0,62.0
2023-07-07,5.0,5.0,25.0,13.0,25.0,27.0,2.17,0.47,60.0,31.0,76.0,90.0,5.0,70.0,32.0,2.17,60.0,90.0
2023-12-25,44.0,426.0,47.0,49.0,47.0,46.0,0.87,0.77,73.0,122.0,45.0,56.0,426.0,145.0,77.0,1.3,140.0,67.0
2019-11-05,29.0,3.0,35.0,14.0,35.0,35.0,2.5,1.1,37.0,40.0,65.0,69.0,30.0,23.0,41.0,2.5,104.0,90.0
2021-11-16,15.0,5.0,60.0,77.0,60.0,41.0,0.53,0.76,70.0,41.0,42.0,46.0,15.0,98.0,60.0,0.76,95.0,46.0
2023-07-31,9.0,7.0,14.0,10.0,14.0,26.0,1.25,0.78,46.0,37.0,61.0,70.0,9.0,36.0,28.0,1.25,46.0,75.0
2019-04-18,4.0,4.0,34.0,4.0,34.0,36.0,0.94,0.66,29.0,20.0,94.0,87.0,4.0,16.0,41.0,0.94,29.0,118.0
2022-12-31,5.0,3.0,9.0,7.0,9.0,18.0,0.23,0.22,48.0,51.0,76.0,68.0,19.0,23.0,18.0,0.44,60.0,90.0
2019-10-04,3.0,1.0,38.0,8.0,38.0,38.0,0.55,0.59,32.0,47.0,59.0,59.0,10.0,30.0,59.0,1.09,47.0,68.0
2019-04-06,6.0,8.0,38.0,19.0,38.0,37.0,2.57,0.56,29.0,57.0,72.0,68.0,18.0,28.0,44.0,2.57,57.0,92.0
2021-08-27,3.0,5.0,12.0,5.0,12.0,19.0,0.11,0.55,39.0,35.0,95.0,99.0,5.0,26.0,50.0,0.55,39.0,106.0
2021-11-28,9.0,6.0,22.0,7.0,22.0,32.0,1.13,0.5,55.0,90.0,67.0,78.0,9.0,8.0,32.0,1.13,90.0,86.0
2019-11-29,4.0,3.0,61.0,75.0,61.0,48.0,0.64,0.8,54.0,45.0,49.0,50.0,9.0,193.0,76.0,1.02,54.0,68.0
2023-05-19,4.0,8.0,40.0,11.0,40.0,44.0,0.9,0.37,55.0,38.0,92.0,99.0,8.0,28.0,52.0,0.9,55.0,110.0
2022-12-20,6.0,6.0,63.0,23.0,63.0,41.0,0.42,0.44,34.0,29.0,71.0,64.0,6.0,62.0,63.0,0.58,35.0,72.0
2022-08-22,3.0,2.0,17.0,17.0,17.0,25.0,0.39,0.63,49.0,37.0,47.0,45.0,6.0,17.0,25.0,0.97,49.0,47.0
2019-12-17,5.0,2.0,56.0,77.0,56.0,51.0,1.11,0.81,29.0,43.0,66.0,69.0,9.0,144.0,74.0,1.11,64.0,92.0
2023-04-12,25.0,5.0,25.0,5.0,25.0,29.0,1.77,0.71,116.0,32.0,94.0,85.0,25.0,19.0,38.0,1.77,116.0,101.0
2022-05-09,8.0,7.0,41.0,24.0,41.0,37.0,0.76,0.78,136.0,36.0,72.0,89.0,14.0,63.0,54.0,1.86,136.0,102.0
2023-06-24,2.0,5.0,17.0,4.0,17.0,23.0,0.56,0.56,59.0,47.0,98.0,94.0,5.0,10.0,38.0,1.36,65.0,98.0
2023-03-22,7.0,16.0,52.0,30.0,52.0,45.0,0.86,0.7,102.0,76.0,75.0,70.0,16.0,58.0,62.0,2.02,102.0,75.0
2021-02-05,21.0,5.0,45.0,67.0,45.0,47.0,0.37,0.55,85.0,25.0,66.0,87.0,21.0,87.0,50.0,0.55,85.0,93.0
2022-03-14,9.0,3.0,44.0,41.0,44.0,55.0,1.13,0.59,102.0,44.0,49.0,80.0,9.0,44.0,55.0,1.13,102.0,95.0
2021-02-11,3.0,3.0,50.0,74.0,50.0,40.0,0.41,0.56,174.0,82.0,34.0,49.0,3.0,91.0,56.0,0.8,174.0,49.0
2022-02-12,8.0,8.0,42.0,28.0,42.0,37.0,0.57,0.8,71.0,55.0,43.0,49.0,8.0,38.0,49.0,0.8,71.0,60.0
2023-03-09,37.0,22.0,60.0,84.0,60.0,67.0,3.67,1.2,152.0,114.0,93.0,91.0,37.0,99.0,67.0,3.67,152.0,104.0
2021-03-29,16.0,11.0,77.0,81.0,77.0,44.0,6.03,0.68,98.0,298.0,51.0,57.0,16.0,156.0,86.0,6.03,298.0,62.0
2019-10-05,6.0,3.0,25.0,12.0,25.0,27.0,1.56,0.62,47.0,62.0,70.0,62.0,13.0,40.0,38.0,1.56,62.0,70.0
2023-04-30,2.0,5.0,6.0,5.0,6.0,17.0,0.85,0.31,17.0,18.0,62.0,49.0,5.0,13.0,17.0,0.85,30.0,63.0
2023-08-21,1.0,3.0,15.0,6.0,15.0,13.0,0.1,0.26,29.0,25.0,75.0,67.0,3.0,17.0,24.0,0.56,35.0,75.0
2022-09-09,13.0,5.0,30.0,7.0,30.0,24.0,0.49,0.5,61.0,32.0,79.0,74.0,17.0,13.0,42.0,0.5,61.0,79.0
2019-07-19,4.0,5.0,24.0,30.0,24.0,23.0,2.7,0.41,57.0,22.0,71.0,74.0,8.0,57.0,29.0,2.7,137.0,79.0
2019-06-26,4.0,5.0,35.0,13.0,35.0,27.0,0.28,0.44,40.0,50.0,61.0,68.0,23.0,27.0,38.0,0.99,50.0,73.0
2022-06-08,4.0,3.0,40.0,15.0,40.0,33.0,0.84,0.9,59.0,21.0,20.0,51.0,20.0,33.0,40.0,1.16,59.0,57.0
2021-10-25,12.0,2.0,31.0,70.0,31.0,34.0,2.52,0.56,75.0,59.0,56.0,63.0,12.0,70.0,49.0,2.52,75.0,74.0
2021-08-05,6.0,8.0,23.0,28.0,23.0,24.0,3.05,0.74,78.0,49.0,63.0,54.0,19.0,40.0,36.0,3.05,78.0,64.0
2020-04-12,2.0,3.0,14.0,3.0,14.0,15.0,0.95,0.39,26.0,16.0,60.0,71.0,4.0,9.0,20.0,0.95,30.0,88.0
2023-07-20,8.0,5.0,2.0,7.0,2.0,12.0,0.23,0.32,21.0,22.0,56.0,68.0,8.0,7.0,13.0,0.53,22.0,69.0
2020-06-01,3.0,2.0,36.0,4.0,36.0,24.0,0.25,0.56,51.0,51.0,75.0,82.0,6.0,15.0,36.0,0.64,51.0,91.0
2023-07-08,2.0,5.0,27.0,15.0,27.0,13.0,1.85,0.49,93.0,30.0,62.0,63.0,5.0,16.0,27.0,1.85,93.0,66.0
2020-04-16,16.0,3.0,52.0,34.0,52.0,50.0,2.81,0.73,96.0,104.0,81.0,77.0,16.0,43.0,57.0,2.81,104.0,103.0
2021-04-20,17.0,7.0,78.0,28.0,78.0,55.0,0.7,1.12,148.0,96.0,77.0,103.0,17.0,117.0,83.0,1.12,148.0,103.0
2023-11-03,15.0,7.0,35.0,5.0,35.0,45.0,1.02,0.69,89.0,48.0,49.0,73.0,15.0,21.0,50.0,1.02,89.0,80.0
2019-09-12,11.0,4.0,24.0,80.0,24.0,34.0,0.99,0.41,45.0,37.0,92.0,75.0,11.0,80.0,40.0,0.99,45.0,92.0
2019-11-24,10.0,4.0,51.0,36.0,51.0,49.0,3.14,0.77,43.0,74.0,51.0,54.0,10.0,70.0,62.0,3.14,74.0,74.0
2019-04-21,15.0,8.0,33.0,8.0,33.0,34.0,3.19,0.59,82.0,63.0,101.0,101.0,15.0,12.0,34.0,3.19,82.0,130.0
2021-02-21,10.0,4.0,31.0,5.0,31.0,26.0,1.33,1.13,45.0,31.0,68.0,89.0,10.0,18.0,31.0,1.33,45.0,89.0
2020-06-22,3.0,9.0,21.0,13.0,21.0,17.0,0.32,0.3,44.0,66.0,50.0,53.0,9.0,15.0,28.0,0.48,67.0,76.0
2023-09-28,11.0,4.0,42.0,41.0,42.0,34.0,0.29,0.5,54.0,67.0,68.0,90.0,13.0,41.0,42.0,1.15,67.0,90.0
2023-05-30,8.0,6.0,54.0,13.0,54.0,35.0,0.87,0.71,104.0,102.0,113.0,125.0,8.0,16.0,54.0,1.07,111.0,138.0
2019-01-10,11.0,5.0,76.0,73.0,76.0,57.0,0.45,0.53,50.0,36.0,66.0,67.0,11.0,123.0,76.0,1.01,77.0,74.0
2023-04-04,4.0,5.0,48.0,26.0,48.0,42.0,0.78,0.37,86.0,24.0,90.0,83.0,5.0,73.0,59.0,0.78,86.0,93.0
2021-06-29,8.0,3.0,29.0,5.0,29.0,21.0,0.15,0.76,75.0,33.0,64.0,64.0,16.0,13.0,31.0,1.62,75.0,67.0
2019-08-31,3.0,1.0,16.0,5.0,16.0,18.0,1.02,0.32,30.0,34.0,85.0,71.0,8.0,11.0,27.0,1.02,41.0,85.0
2023-09-14,2.0,4.0,28.0,4.0,28.0,13.0,0.18,0.34,27.0,22.0,99.0,79.0,4.0,21.0,35.0,0.5,30.0,99.0
2023-07-22,20.0,7.0,15.0,8.0,15.0,21.0,1.1,0.89,42.0,27.0,61.0,70.0,20.0,16.0,22.0,1.1,42.0,73.0
2021-06-13,4.0,6.0,24.0,4.0,24.0,15.0,0.57,0.42,59.0,34.0,67.0,69.0,6.0,10.0,24.0,0.64,59.0,83.0
2019-10-23,5.0,2.0,44.0,15.0,44.0,54.0,0.46,0.52,39.0,25.0,77.0,83.0,18.0,24.0,57.0,1.15,39.0,83.0
2021-11-05,6.0,146.0,68.0,20.0,68.0,53.0,1.67,0.8,82.0,22.0,55.0,61.0,146.0,87.0,72.0,1.67,82.0,63.0
2020-02-18,10.0,6.0,57.0,69.0,57.0,45.0,0.92,0.65,51.0,99.0,57.0,64.0,17.0,74.0,73.0,0.92,99.0,79.0
2022-05-10,7.0,6.0,39.0,7.0,39.0,36.0,0.46,0.52,79.0,41.0,64.0,86.0,7.0,9.0,40.0,1.1,79.0,96.0
2019-03-05,8.0,6.0,49.0,44.0,49.0,40.0,1.33,0.56,58.0,77.0,81.0,77.0,8.0,44.0,56.0,1.33,86.0,92.0
2021-06-22,2.0,4.0,34.0,7.0,34.0,32.0,0.67,0.61,70.0,60.0,64.0,71.0,10.0,17.0,46.0,1.37,70.0,71.0
2019-04-15,8.0,8.0,46.0,75.0,46.0,37.0,2.03,1.08,85.0,79.0,74.0,67.0,24.0,183.0,56.0,2.03,85.0,93.0
2019-03-28,9.0,3.0,53.0,68.0,53.0,63.0,0.84,0.63,75.0,49.0,86.0,96.0,9.0,68.0,77.0,0.84,75.0,111.0
2020-02-14,11.0,5.0,64.0,119.0,64.0,45.0,3.26,0.63,63.0,131.0,49.0,66.0,11.0,133.0,74.0,3.26,131.0,72.0
2022-04-02,8.0,6.0,33.0,8.0,33.0,40.0,0.25,0.44,59.0,25.0,70.0,95.0,8.0,9.0,44.0,0.49,59.0,122.0
2020-01-13,66.0,12.0,84.0,121.0,84.0,50.0,8.48,1.15,149.0,294.0,12.0,8.0,66.0,316.0,92.0,8.48,294.0,30.0
2019-06-07,29.0,7.0,27.0,10.0,27.0,28.0,2.14,0.73,37.0,36.0,73.0,83.0,31.0,22.0,43.0,2.14,37.0,87.0
2022-09-16,3.0,2.0,35.0,5.0,35.0,22.0,0.12,0.34,41.0,28.0,90.0,79.0,3.0,10.0,35.0,0.34,41.0,90.0
2023-06-25,2.0,6.0,11.0,3.0,11.0,11.0,0.45,0.37,40.0,30.0,82.0,89.0,14.0,9.0,40.0,1.45,49.0,89.0
2021-02-22,11.0,4.0,46.0,35.0,46.0,55.0,2.88,0.59,90.0,40.0,68.0,85.0,11.0,35.0,63.0,2.88,90.0,85.0
2022-07-25,3.0,6.0,31.0,8.0,31.0,11.0,1.22,0.4,78.0,44.0,40.0,55.0,22.0,20.0,34.0,1.22,78.0,60.0
2021-12-31,28.0,10.0,49.0,123.0,49.0,66.0,0.42,1.18,90.0,71.0,41.0,19.0,28.0,165.0,67.0,1.33,138.0,44.0
2020-08-11,2.0,5.0,39.0,7.0,39.0,38.0,0.89,0.42,65.0,58.0,81.0,81.0,5.0,39.0,44.0,0.89,65.0,95.0
2021-04-24,15.0,3.0,53.0,5.0,53.0,28.0,0.96,0.44,175.0,32.0,79.0,96.0,18.0,11.0,53.0,1.36,175.0,97.0
2020-07-13,2.0,2.0,48.0,8.0,48.0,14.0,0.9,0.28,74.0,35.0,80.0,89.0,2.0,61.0,54.0,0.9,74.0,108.0
2021-11-30,18.0,10.0,75.0,64.0,75.0,52.0,5.26,0.91,69.0,43.0,36.0,53.0,18.0,145.0,80.0,5.26,72.0,53.0
2020-01-09,58.0,11.0,45.0,107.0,45.0,56.0,3.28,1.71,114.0,174.0,64.0,59.0,58.0,107.0,68.0,3.28,174.0,81.0
2020-07-20,4.0,4.0,21.0,8.0,21.0,4.0,0.81,0.3,41.0,49.0,61.0,70.0,4.0,22.0,23.0,0.81,53.0,96.0
2020-07-16,3.0,1.0,16.0,8.0,16.0,4.0,0.25,0.19,21.0,25.0,60.0,61.0,3.0,20.0,24.0,0.34,25.0,80.0
2019-10-16,7.0,2.0,54.0,52.0,54.0,47.0,1.72,1.03,41.0,35.0,45.0,37.0,7.0,120.0,66.0,1.72,45.0,56.0
2020-01-20,3.0,2.0,22.0,3.0,22.0,6.0,0.35,0.25,33.0,53.0,68.0,77.0,6.0,10.0,24.0,0.38,53.0,95.0
2020-01-15,5.0,3.0,41.0,11.0,41.0,35.0,0.39,0.5,50.0,79.0,63.0,69.0,18.0,48.0,56.0,1.37,79.0,84.0
2023-08-10,9.0,5.0,49.0,7.0,49.0,32.0,1.7,0.75,68.0,40.0,75.0,88.0,9.0,25.0,49.0,1.7,68.0,88.0
2020-03-16,6.0,5.0,55.0,16.0,55.0,44.0,1.27,0.38,29.0,36.0,68.0,81.0,6.0,29.0,55.0,1.27,36.0,101.0
2023-05-29,11.0,5.0,41.0,11.0,41.0,26.0,1.04,0.91,71.0,65.0,106.0,117.0,11.0,16.0,72.0,1.47,87.0,129.0
2023-09-21,2.0,6.0,76.0,5.0,76.0,32.0,0.78,0.36,79.0,30.0,91.0,68.0,9.0,29.0,76.0,1.41,79.0,91.0
2020-06-09,4.0,3.0,32.0,14.0,32.0,34.0,0.29,0.34,43.0,25.0,69.0,76.0,7.0,14.0,36.0,0.43,43.0,85.0
2022-03-16,2.0,2.0,43.0,9.0,43.0,47.0,0.23,0.42,125.0,111.0,57.0,87.0,18.0,15.0,53.0,1.31,126.0,94.0
2023-03-19,3.0,14.0,24.0,7.0,24.0,23.0,0.13,0.98,36.0,16.0,89.0,80.0,14.0,11.0,41.0,1.1,44.0,89.0
2019-10-13,13.0,3.0,33.0,17.0,33.0,29.0,5.3,0.67,45.0,41.0,85.0,84.0,19.0,38.0,43.0,5.3,45.0,86.0
2021-01-26,27.0,4.0,55.0,68.0,55.0,45.0,5.89,0.77,67.0,109.0,29.0,37.0,27.0,205.0,72.0,5.89,109.0,38.0
2023-02-05,3.0,2.0,21.0,2.0,21.0,8.0,0.15,0.12,27.0,21.0,27.0,80.0,3.0,5.0,21.0,0.38,43.0,80.0
2019-12-21,18.0,4.0,34.0,32.0,34.0,37.0,1.04,0.57,39.0,40.0,69.0,70.0,18.0,44.0,46.0,1.04,40.0,93.0
2023-09-06,10.0,5.0,37.0,7.0,37.0,38.0,5.0,0.37,58.0,64.0,124.0,114.0,11.0,31.0,62.0,5.0,64.0,124.0
2023-10-23,8.0,5.0,47.0,16.0,47.0,45.0,1.06,0.76,49.0,29.0,54.0,50.0,8.0,23.0,51.0,1.06,49.0,76.0
2019-12-15,15.0,6.0,43.0,12.0,43.0,38.0,0.65,0.76,31.0,72.0,66.0,66.0,15.0,28.0,55.0,0.76,72.0,87.0
2022-05-16,5.0,3.0,39.0,40.0,39.0,36.0,6.04,0.09,83.0,32.0,53.0,79.0,11.0,67.0,43.0,6.04,83.0,90.0
2019-07-22,3.0,2.0,21.0,10.0,21.0,13.0,0.99,0.3,29.0,22.0,42.0,58.0,4.0,16.0,21.0,0.99,30.0,58.0
2022-08-05,2.0,3.0,22.0,3.0,22.0,7.0,0.11,0.15,42.0,18.0,66.0,59.0,3.0,8.0,22.0,0.29,42.0,73.0
2023-05-07,3.0,5.0,19.0,3.0,19.0,11.0,0.21,0.37,39.0,30.0,83.0,79.0,5.0,12.0,34.0,0.61,42.0,87.0
2022-02-18,27.0,2.0,38.0,61.0,38.0,40.0,1.74,1.02,78.0,53.0,60.0,64.0,27.0,61.0,42.0,1.74,78.0,76.0
2023-11-20,3.0,5.0,37.0,10.0,37.0,41.0,0.67,0.55,106.0,37.0,56.0,66.0,5.0,15.0,52.0,0.67,106.0,93.0
2020-06-05,4.0,2.0,26.0,15.0,26.0,31.0,0.88,0.3,40.0,47.0,65.0,68.0,9.0,16.0,31.0,0.88,47.0,82.0
2021-08-01,5.0,4.0,13.0,6.0,13.0,18.0,0.56,0.8,79.0,27.0,64.0,47.5,14.0,29.0,25.0,0.8,79.0,68.0
2019-12-23,16.0,3.0,76.0,95.0,76.0,53.0,4.06,0.97,81.0,155.0,57.0,63.0,16.0,190.0,87.0,4.06,155.0,87.0
2019-12-01,4.0,2.0,38.0,17.0,38.0,44.0,1.02,0.54,25.0,24.0,58.0,62.0,4.0,18.0,48.0,1.02,39.0,74.0
2021-04-25,8.0,3.0,32.0,4.0,32.0,22.0,0.81,0.37,48.0,39.0,80.0,100.0,8.0,15.0,32.0,0.96,48.0,102.0
2022-12-26,5.0,7.0,30.0,12.0,30.0,38.0,0.17,0.35,106.0,30.0,70.0,74.0,8.0,23.0,55.0,0.47,106.0,74.0
2022-11-27,27.0,3.333333333333333,35.0,31.33333333333333,35.0,43.0,9.82,0.3,118.0,60.333333333333336,68.0,24.0,27.0,24.0,39.0,9.82,118.0,68.0
2019-06-17,8.0,5.0,43.0,11.0,43.0,32.0,0.55,0.43,44.0,69.0,63.0,65.0,15.0,26.0,55.0,0.83,69.0,76.0
2022-05-12,2.0,4.0,15.0,7.0,15.0,19.0,0.12,0.31,40.0,23.0,40.0,75.0,4.0,7.0,26.0,0.35,40.0,82.0
2020-08-09,3.0,1.0,24.0,6.0,24.0,26.0,0.41,0.35,52.0,49.0,68.0,67.0,4.0,14.0,31.0,0.64,78.0,83.0
2021-06-28,26.0,7.0,36.0,7.0,36.0,29.0,3.53,0.96,101.0,40.0,56.0,68.0,26.0,23.0,36.0,3.53,101.0,70.0
2023-03-15,11.0,15.0,36.0,48.0,36.0,46.0,3.25,0.93,126.0,60.0,88.0,80.0,15.0,48.0,56.0,3.25,126.0,88.0
2021-12-25,14.0,4.0,45.0,51.0,45.0,46.0,0.71,1.04,90.0,126.0,43.0,33.0,14.0,86.0,58.0,1.04,126.0,43.0
2023-12-03,18.0,5.0,64.0,22.0,64.0,39.0,0.706,0.56,63.0,22.0,60.0,55.0,18.0,64.0,64.0,0.78,63.0,96.0
2022-03-25,8.0,3.0,45.0,17.0,45.0,52.0,0.28,0.53,74.0,48.0,60.0,96.0,8.0,32.0,57.0,0.53,74.0,115.0
2019-04-16,6.0,9.0,45.0,68.0,45.0,54.0,1.33,0.64,45.0,33.0,83.0,83.0,13.0,68.0,62.0,1.33,45.0,100.0
2020-08-18,10.0,4.0,39.0,30.0,39.0,35.0,0.92,0.33,36.0,25.0,46.0,50.0,10.0,43.0,49.0,1.18,36.0,61.0
2022-08-07,4.0,3.5,21.0,5.0,21.0,18.0,0.1,0.2199999999999999,44.0,30.5,96.0,80.0,5.0,13.0,34.0,0.35,48.0,107.0
2020-03-18,2.0,3.0,22.0,8.0,22.0,20.0,0.87,0.3,35.0,36.0,52.0,63.0,5.0,9.0,26.0,0.87,39.0,82.0
2023-07-17,3.0,6.0,40.0,11.0,40.0,35.0,0.73,0.39,89.0,35.0,69.0,71.0,6.0,29.0,40.0,0.73,89.0,74.0
2022-03-09,20.0,5.0,64.0,157.0,64.0,67.0,0.78,0.92,77.0,80.0,50.0,67.0,20.0,157.0,68.0,0.92,80.0,84.0
2023-05-03,4.0,5.0,50.0,38.0,50.0,38.0,1.6,0.53,80.0,72.0,102.0,94.0,11.0,108.0,60.0,1.6,80.0,104.0
2019-08-17,4.0,1.0,27.0,20.0,27.0,40.0,5.43,0.66,55.0,27.0,73.0,62.0,22.0,22.0,51.0,5.43,55.0,73.0
2019-06-09,5.0,7.0,16.0,7.0,16.0,14.0,0.32,0.3,20.0,19.0,68.0,71.0,7.0,11.0,27.0,0.41,23.0,83.0
2023-05-16,7.0,6.0,49.0,6.0,49.0,35.0,0.64,0.29,64.0,27.0,99.0,102.0,7.0,24.0,52.0,0.64,64.0,116.0
2022-12-12,4.0,7.0,86.0,87.0,86.0,50.0,0.94,1.3,81.0,27.0,14.0,49.0,7.0,126.0,86.0,1.3,81.0,65.0
2022-06-26,5.0,3.0,14.0,12.0,14.0,14.0,0.21,1.08,33.0,50.0,34.0,68.0,10.0,12.0,21.0,1.08,50.0,74.0
2023-01-05,9.0,7.0,47.0,59.0,47.0,38.0,3.03,0.44,85.0,43.0,53.0,55.0,9.0,101.0,67.0,3.03,85.0,55.0
2022-01-11,5.0,7.0,50.0,4.0,50.0,17.0,0.14,0.25,30.0,34.0,66.0,70.0,7.0,16.0,51.0,0.45,34.0,78.0
2021-02-20,2.0,4.0,10.0,9.0,10.0,19.0,0.15,0.41,62.0,61.0,70.0,80.0,5.0,9.0,21.0,0.42,64.0,82.0
2020-08-19,3.0,1.0,37.0,41.0,37.0,33.0,0.52,0.43,45.0,65.0,69.0,78.0,6.0,44.0,52.0,0.59,98.0,92.0
2020-02-12,3.0,2.0,50.0,23.0,50.0,33.0,1.72,0.5,93.0,204.0,60.0,74.0,3.0,106.0,61.0,1.72,204.0,82.0
2020-08-25,14.0,1.0,34.0,18.0,34.0,29.0,1.86,0.35,45.0,30.0,49.0,63.0,14.0,50.0,45.0,1.86,45.0,75.0
2019-06-16,4.0,5.0,21.0,10.0,21.0,18.0,0.42,0.32,23.0,25.0,76.0,82.0,7.0,12.0,31.0,0.42,28.0,92.0
2019-07-18,3.0,6.0,28.0,34.0,28.0,28.0,0.81,0.91,48.0,32.0,61.0,62.0,11.0,50.0,33.0,0.91,48.0,70.0
2023-05-14,3.0,6.0,13.0,3.0,13.0,12.0,0.55,0.36,40.0,33.0,100.0,107.0,6.0,5.0,14.0,1.06,40.0,121.0
2021-08-20,3.0,25.0,35.0,21.0,35.0,30.0,0.15,0.55,98.0,24.0,83.0,80.0,25.0,79.0,43.0,0.55,98.0,91.0
2023-12-20,5.0,5.0,32.0,9.0,32.0,42.0,0.75,0.68,78.0,41.0,66.0,76.0,7.0,15.0,49.0,0.75,78.0,114.0
2023-09-02,6.0,5.0,21.0,4.0,21.0,19.0,0.41,0.51,37.0,23.0,104.0,85.0,6.0,12.0,21.0,0.74,37.0,104.0
2020-02-11,4.0,18.0,39.0,42.0,39.0,49.0,0.97,0.74,70.0,107.0,55.0,68.0,18.0,42.0,58.0,1.91,107.0,76.0
2021-04-01,25.0,5.0,72.0,60.0,72.0,61.0,0.94,0.91,221.0,154.0,61.0,74.0,25.0,114.0,91.0,1.05,221.0,76.0
2023-03-18,11.0,16.0,21.0,5.0,21.0,22.0,0.96,0.57,60.0,29.0,86.0,72.0,16.0,11.0,44.0,2.2,60.0,86.0
2022-06-16,2.0,1.0,34.0,12.0,34.0,34.0,0.46,0.87,97.0,86.0,60.0,117.0,12.0,18.0,47.0,0.93,251.0,120.0
2020-03-12,3.0,1.0,50.0,15.0,50.0,45.0,0.5,0.56,48.0,46.0,66.0,79.0,5.0,43.0,61.0,0.56,48.0,101.0
2022-06-23,5.0,2.0,40.0,11.0,40.0,33.0,0.64,1.02,61.0,31.0,37.0,80.0,9.0,19.0,47.0,1.91,61.0,83.0
2020-11-25,5.0,7.0,108.0,129.0,108.0,44.0,0.25,0.45,131.0,93.0,46.0,52.0,8.0,189.0,108.0,0.73,131.0,52.0
2020-01-24,32.0,10.0,53.0,95.0,53.0,38.0,7.76,0.93,88.0,88.0,24.0,37.0,32.0,97.0,65.0,7.76,88.0,37.0
2020-11-12,7.0,9.0,46.0,19.0,46.0,42.0,2.56,0.27,68.0,76.0,53.0,56.0,9.0,57.0,56.0,2.56,88.0,59.0
2020-12-15,8.0,4.0,76.0,81.0,76.0,56.0,2.32,0.62,92.0,80.0,56.0,66.0,8.0,176.0,80.0,2.32,92.0,75.0
2020-12-05,7.0,6.0,17.0,13.0,17.0,27.0,0.41,0.42,31.0,18.0,66.0,68.0,7.0,13.0,31.0,0.42,31.0,75.0
2022-06-19,26.0,11.0,42.0,8.0,42.0,24.0,1.13,1.1,56.0,43.0,46.0,69.0,33.0,15.0,42.0,1.34,59.0,80.0
2021-02-13,10.0,4.0,51.0,27.0,51.0,43.0,2.34,0.62,65.0,146.0,51.0,65.0,10.0,81.0,67.0,2.34,146.0,65.0
2021-04-04,5.0,3.0,25.0,7.0,25.0,24.0,0.74,0.4,66.0,43.0,75.0,91.0,10.0,11.0,31.0,0.74,66.0,94.0
2020-11-02,18.0,7.0,22.0,12.0,22.0,25.0,0.95,0.23,103.0,28.0,58.0,54.0,18.0,23.0,28.0,0.95,103.0,63.0
